business_id,county,sector,business_age_months,employees,monthly_revenue_kes,monthly_expenses_kes,total_assets_kes,total_liabilities_kes,loan_amount_kes,mpesa_volume_kes,expense_ratio,debt_to_asset_ratio,age_risk_factor,mpesa_dependency,distress_label
MSME_01420,Kakamega,Construction,97,1,320916.47,213183.76,1097709.61,131651.63,84661.73,249552.56,0.6642946549466442,0.11993291200856662,0.01020408163265306,0.7776222341526001,0
MSME_01421,Mombasa,Agriculture,118,2,49813.87,43559.39,1140980.9,352534.76,57988.92,47228.78,0.8744254476625152,0.3089748925903207,0.008403361344537815,0.9480859831612528,0
MSME_01422,Thika,Transport,38,2,50661.75,52531.25,760135.34,409960.12,0.0,31626.99,1.0368811404828993,0.5393244585570005,0.02564102564102564,0.6242651652348126,1
MSME_01423,Nairobi,Construction,13,10,356729.57,342121.46,459491.24,273669.23,0.0,222813.19,0.9590472159422727,0.5955905370676118,0.07142857142857142,0.6245979703954163,1
MSME_01424,Kakamega,Food Services,31,1,81042.7,58973.3,144361.14,46121.19,0.0,66011.23,0.7276728481054049,0.319482587332108,0.03125,0.814514021447688,0
MSME_01425,Machakos,Retail,47,10,331161.62,278238.23,177566.25,135206.28,0.0,172019.72,0.8401860995060372,0.7614370330114365,0.020833333333333332,0.5194418379707226,1
MSME_01426,Eldoret,Digital Commerce,100,10,72372.96,77466.33,460540.52,106605.11,73416.51,62909.92,1.0703619091728571,0.23147773950978404,0.009900990099009901,0.8692341831233221,1
MSME_01427,Nyeri,Transport,109,1,191478.64,133596.71,631211.64,63549.94,44090.93,151964.73,0.697707129593517,0.1006791308868593,0.00909090909090909,0.7936338819103692,0
MSME_01428,Nyeri,Transport,88,10,79903.71,71325.59,228381.49,196845.0,161896.89,70198.29,0.8926331126162649,0.8619093346429493,0.011235955056179775,0.8785250581599006,1
MSME_01429,Kakamega,Digital Commerce,52,50,53113.57,42274.54,208796.9,86284.37,0.0,32071.73,0.7959123080540801,0.4132434761077578,0.018867924528301886,0.603821700900525,1
MSME_01430,Thika,Manufacturing,56,5,752082.54,502615.91,470932.51,407823.71,0.0,662761.91,0.6682979792377851,0.8659899993100937,0.017543859649122806,0.8812344304197909,1
MSME_01431,Eldoret,Food Services,15,5,406956.74,255343.85,2153209.11,694076.79,17526.67,285633.2,0.6274456163433579,0.32234512868788273,0.0625,0.701874351867592,0
MSME_01432,Mombasa,Retail,29,50,64431.59,58357.58,57288.4,8636.74,92413.91,36063.97,0.9057152599329005,0.1507563353779233,0.03333333333333333,0.559716286432068,0
MSME_01433,Kisumu,Food Services,8,3,111480.39,68160.43,236571.31,169861.91,90596.68,100961.12,0.6114063522171727,0.7180126448441916,0.1111111111111111,0.9056320521299563,1
MSME_01434,Kisumu,Retail,5,2,583165.79,383078.9,885505.89,680649.08,240617.18,476595.69,0.6568942308940466,0.7686547532114628,0.16666666666666666,0.8172545113551476,0
MSME_01435,Eldoret,Services,29,10,49601.66,39242.87,3416168.71,1686458.36,7281.63,28557.08,0.7911444668491568,0.4936693733520634,0.03333333333333333,0.5757167055153897,0
MSME_01436,Mombasa,Digital Commerce,47,3,52359.67,32669.09,9752139.3,1551372.97,190991.21,31987.95,0.6239242164013562,0.15908025543890092,0.020833333333333332,0.6109155975276863,0
MSME_01437,Nairobi,Construction,68,3,213215.88,174889.23,483777.89,301542.27,62017.67,132404.63,0.8202410146888933,0.6233059693861384,0.014492753623188406,0.6209856836850816,0
MSME_01438,Nakuru,Food Services,76,1,1290440.98,866790.19,475382.36,116808.66,39042.65,1204627.15,0.6717002418039748,0.24571465858628289,0.012987012987012988,0.9334996603256815,1
MSME_01439,Kakamega,Construction,45,5,140622.12,111433.21,618321.95,481985.2,30946.01,126388.31,0.7924245316132938,0.7795039792716736,0.021739130434782608,0.898773331156356,1
MSME_01440,Kisumu,Services,2,1,380716.86,394094.42,957932.5,305789.77,33278.08,249695.17,1.0351350997822901,0.3192181607595935,0.3333333333333333,0.6558535761889396,1
MSME_01441,Kisumu,Services,27,15,48173.3,45499.7,691155.31,537832.95,38074.87,34202.4,0.9444807708674541,0.7781639872462424,0.03571428571428571,0.7099719144855244,1
MSME_01442,Kakamega,Transport,95,2,191195.61,161554.67,838916.4,370414.84,0.0,120142.73,0.8449661842853805,0.4415391074258324,0.010416666666666666,0.6283726997042469,1
MSME_01443,Thika,Manufacturing,115,1,93002.84,60499.12,146733.26,84693.01,48671.42,77582.22,0.650501312633973,0.5771863367150929,0.008620689655172414,0.834182975670682,0
MSME_01444,Meru,Digital Commerce,115,2,861667.79,810426.4,99271.12,72631.72,0.0,493342.82,0.9405312219791551,0.7316426807446039,0.008620689655172414,0.5725434479296854,1
MSME_01445,Kakamega,Construction,36,1,659139.74,454832.99,1720924.56,227766.77,0.0,430007.23,0.6900392623281031,0.13235132029766586,0.02702702702702703,0.6523754395760759,0
MSME_01446,Kakamega,Services,36,3,1302006.03,836047.35,578771.02,438090.77,37775.66,1006121.27,0.6421219937652717,0.7569314943732076,0.02702702702702703,0.7727464190419924,0
MSME_01447,Mombasa,Digital Commerce,26,15,66470.31,64157.0,1983180.3,418289.28,136486.46,59477.97,0.9651833249562857,0.210918326024958,0.037037037037037035,0.8947916025725987,0
MSME_01448,Eldoret,Agriculture,43,10,138067.53,152099.74,954107.07,368986.3,17365.18,108520.75,1.1016249684124253,0.3867342826269146,0.022727272727272728,0.7859919273421684,1
MSME_01449,Mombasa,Food Services,27,1,193913.4,165471.42,130658.95,62484.35,0.0,178958.2,0.8533219812453331,0.4782211381528923,0.03571428571428571,0.9228721538988338,0
MSME_01450,Thika,Transport,69,1,69115.37,43027.62,4703736.15,3839853.93,15256.61,63507.64,0.6225387704823041,0.8163410938045295,0.014285714285714285,0.9188509176624873,1
MSME_01451,Nairobi,Digital Commerce,20,10,151911.77,164697.23,757386.53,89335.64,2969.68,125059.05,1.0841565853877855,0.11795235128838205,0.047619047619047616,0.8232293440505365,0
MSME_01452,Nairobi,Agriculture,11,15,330703.68,210603.87,297539.65,162861.92,311405.57,206827.33,0.6368336547278375,0.5473602346435689,0.08333333333333333,0.6254139796267776,0
MSME_01453,Meru,Construction,74,2,76851.82,82779.58,384215.56,235915.27,13390.99,62049.05,1.0771183152420432,0.6140164026246031,0.013333333333333334,0.8073750579354146,0
MSME_01454,Kakamega,Agriculture,104,2,65949.43,53781.8,170481.64,60225.34,165265.63,38694.64,0.8154882386665259,0.3532637692611986,0.009523809523809525,0.586723088841119,0
MSME_01455,Eldoret,Agriculture,38,2,61718.82,49434.74,1087346.67,361422.53,8196.37,40113.66,0.8009540533332729,0.33238911524958714,0.02564102564102564,0.6499315778950749,0
MSME_01456,Meru,Construction,6,15,34762.61,31235.55,638309.09,314287.65,0.0,29237.26,0.898512841445408,0.49237456045853834,0.14285714285714285,0.8410306064301146,0
MSME_01457,Machakos,Transport,72,3,313010.77,352574.28,8222154.71,2052910.34,0.0,276321.02,1.1263930426641784,0.2496803043395538,0.0136986301369863,0.8827815644120987,0
MSME_01458,Meru,Construction,23,1,65797.14,72002.29,1361265.78,645914.0,0.0,45238.56,1.0942906592800343,0.4744947937391082,0.041666666666666664,0.687535544317818,1
MSME_01459,Meru,Retail,47,1,59212.78,50844.92,7645630.72,5443843.96,33400.23,43553.76,0.8586670197376354,0.7120201651564771,0.020833333333333332,0.7355341949120627,1
MSME_01460,Machakos,Agriculture,90,15,226176.25,222264.03,230150.74,178669.79,0.0,152388.46,0.9826984367349059,0.7763130098429846,0.01098901098901099,0.6737567991475711,1
MSME_01461,Kisumu,Manufacturing,46,1,131845.23,121196.89,490426.53,200157.34,33976.15,94359.67,0.9192290898268384,0.40812827126568524,0.02127659574468085,0.7156796974778876,1
MSME_01462,Nyeri,Digital Commerce,107,2,78784.35,77319.27,2122565.55,1260467.24,0.0,57561.38,0.9813914642760361,0.5938410929918783,0.009259259259259259,0.7306101959310962,0
MSME_01463,Nakuru,Retail,12,3,299727.44,316551.17,1478725.85,147896.86,0.0,243176.52,1.0561265724400393,0.10001634852305548,0.07692307692307693,0.8113228094070752,0
MSME_01464,Machakos,Transport,90,1,75701.55,46857.11,715864.35,386768.61,0.0,63417.91,0.6189634298976718,0.5402812274682662,0.01098901098901099,0.8377248850930384,0
MSME_01465,Nyeri,Services,13,1,15109.05,11772.49,200431.04,176417.21,44609.27,14183.73,0.7791165482576167,0.8801846750649247,0.07142857142857142,0.9386951068990507,1
MSME_01466,Meru,Agriculture,104,10,505469.5,569983.08,53426.91,18689.38,122501.29,352283.52,1.1276287735881718,0.3498055604271251,0.009523809523809525,0.6969417997687304,0
MSME_01467,Machakos,Transport,62,15,58209.54,65318.96,560218.38,322585.45,0.0,31282.56,1.122115685578591,0.5758198689948927,0.015873015873015872,0.5374037073011176,1
MSME_01468,Kisumu,Transport,82,10,64928.75,39357.96,589675.14,418567.29,0.0,52571.18,0.6061621983759371,0.7098257189107227,0.012048192771084338,0.809662442870949,1
MSME_01469,Eldoret,Agriculture,89,15,65216.18,46355.14,850566.06,499406.81,33725.42,47231.09,0.71078111626415,0.5871457213497076,0.011111111111111112,0.7242123931148203,0
MSME_01470,Kisumu,Transport,97,3,141435.77,162166.51,128703.1,55960.1,138036.18,124245.64,1.1465654228387712,0.4347965604825332,0.01020408163265306,0.8784536015634408,0
MSME_01471,Meru,Digital Commerce,111,10,101291.48,88230.33,253940.95,56390.24,23948.62,57325.4,0.8710452148076541,0.22205956912593605,0.008928571428571428,0.5659393471262625,0
MSME_01472,Nairobi,Digital Commerce,104,2,357922.27,327526.19,1167327.22,549765.73,58654.15,282834.22,0.9150737530979755,0.47096071231791176,0.009523809523809525,0.7902090858747461,0
MSME_01473,Nyeri,Manufacturing,60,3,690460.46,477474.88,1471875.43,494296.05,17230.19,487925.12,0.6915300964082775,0.33582713869533193,0.01639344262295082,0.7066652496433328,0
MSME_01474,Meru,Manufacturing,43,50,67561.97,73769.87,928338.72,609673.67,110742.85,46529.01,1.0918683710914425,0.6567355213455696,0.022727272727272728,0.6886762082839165,1
MSME_01475,Kisumu,Services,76,1,52155.9,37927.53,481246.14,218259.66,0.0,39335.44,0.7271814467500943,0.4535292614933774,0.012987012987012988,0.7541751906267435,0
MSME_01476,Nyeri,Food Services,108,2,79070.78,55690.04,175522.54,136890.7,102500.64,63879.88,0.7042972853273317,0.7798993798780495,0.009174311926605505,0.807872037280557,1
MSME_01477,Nyeri,Digital Commerce,100,2,206707.14,149959.28,2291391.41,583521.04,161846.71,182505.32,0.7254638351445666,0.2546578392480579,0.009900990099009901,0.8829130773466395,0
MSME_01478,Mombasa,Agriculture,112,1,118615.09,131163.61,1745182.68,757716.61,0.0,71857.05,1.1057826134717472,0.43417585133502967,0.008849557522123894,0.6057951328525498,1
MSME_01479,Eldoret,Agriculture,68,1,80788.39,79703.05,366234.21,199965.34,0.0,51049.59,0.9865534323257051,0.5460024993227712,0.014492753623188406,0.6318848304214204,1
MSME_01480,Kakamega,Digital Commerce,5,10,36424.23,37252.08,1982484.82,398106.23,29887.4,27203.86,1.0226999252990303,0.20081164060986825,0.16666666666666666,0.7468411318198951,1
MSME_01481,Nyeri,Agriculture,37,50,14634.12,11815.15,671390.53,382912.86,0.0,9599.26,0.8073148699839837,0.5703272127963842,0.02631578947368421,0.6559057937345235,0
MSME_01482,Mombasa,Food Services,72,2,48790.09,53671.41,321647.95,107024.21,60718.46,36873.36,1.1000248201054743,0.3327360776399239,0.0136986301369863,0.7557396237714714,1
MSME_01483,Kakamega,Construction,106,1,471849.74,487974.91,2217901.33,629062.79,127941.21,278423.37,1.0341721833476407,0.2836296177208128,0.009345794392523364,0.5900666172527355,0
MSME_01484,Kakamega,Services,113,1,206074.45,208718.09,822579.75,175644.3,0.0,131566.48,1.0128236526961363,0.2135283374914864,0.008771929824561403,0.6384383971986959,1
MSME_01485,Mombasa,Services,92,15,110025.2,124770.46,436381.71,165783.83,0.0,71095.96,1.1340068092872426,0.3799046712918575,0.010752688172043012,0.6461730024303303,1
MSME_01486,Thika,Manufacturing,31,2,276450.43,221549.66,156564.94,132013.35,29369.92,261672.57,0.8014053680243217,0.8431805155067571,0.03125,0.946540844444176,1
MSME_01487,Mombasa,Manufacturing,9,2,36758.21,34406.99,174965.24,21836.48,0.0,32511.05,0.9360100502703947,0.12480396218150427,0.1,0.8844327720862336,0
MSME_01488,Kakamega,Agriculture,118,2,141033.12,155201.5,2015563.33,1575616.18,0.0,123681.15,1.1004535640028101,0.781724580331306,0.008403361344537815,0.8769590649411646,1
MSME_01489,Nairobi,Transport,51,2,22329.07,23110.34,1256067.43,524896.41,0.0,16324.93,1.0349425684738114,0.4178883868612159,0.019230769230769232,0.7310738389982656,1
MSME_01490,Kisumu,Retail,29,2,188342.81,171365.29,179230.54,98447.99,251061.69,133738.77,0.9098535810653932,0.5492782687689901,0.03333333333333333,0.7100778623943096,0
MSME_01491,Nairobi,Retail,78,10,172735.22,110881.77,175196.22,89393.84,4904.93,91818.53,0.6419138383368583,0.5102469091689925,0.012658227848101266,0.5315534286902885,0
MSME_01492,Thika,Agriculture,40,3,176894.4,169641.36,9093231.07,7643699.19,17548.04,104154.88,0.9589924893468117,0.8405921163298761,0.024390243902439025,0.5887936034515313,1
MSME_01493,Nakuru,Agriculture,41,3,428316.67,381032.89,1273844.75,912204.58,0.0,386729.71,0.8896034805194939,0.7161028562524151,0.023809523809523808,0.9029039357633787,1
MSME_01494,Mombasa,Manufacturing,86,2,289524.38,203043.23,3114100.12,2764881.28,55652.61,213245.89,0.7012968258603097,0.8878585419859454,0.011494252873563218,0.7365360853684054,1
MSME_01495,Nyeri,Digital Commerce,11,5,39778.68,43169.38,4371889.37,3215716.83,0.0,37564.89,1.0852118468524632,0.7355437940681939,0.08333333333333333,0.9443235843023372,1
MSME_01496,Nyeri,Manufacturing,23,3,434833.87,342991.19,239472.85,80633.09,31567.82,333215.19,0.7887849242633186,0.3367093734869172,0.041666666666666664,0.7663028266339358,0
MSME_01497,Machakos,Transport,1,1,108071.47,87874.42,5905004.21,5139166.17,0.0,72393.75,0.8131064275666133,0.8703067969012004,0.5,0.6698630095157444,1
MSME_01498,Nyeri,Manufacturing,46,3,18580.19,18019.46,200109.09,177467.27,11858.87,11581.95,0.9697688899365434,0.8868481844168877,0.02127659574468085,0.6233158371449838,1
MSME_01499,Nairobi,Retail,101,1,119520.64,103844.23,1749849.84,347301.38,105941.45,109153.64,0.8688320374452693,0.19847484829049772,0.00980392156862745,0.9132542023352423,0
MSME_01500,Kisumu,Digital Commerce,21,10,254518.57,165209.17,634646.7,520940.44,0.0,169720.5,0.6491020317219616,0.8208340469838621,0.045454545454545456,0.6668269162956703,0
MSME_01501,Nairobi,Retail,90,2,48346.45,39310.15,1737903.41,1097245.73,21042.92,27352.67,0.813075974017244,0.6313613819531075,0.01098901098901099,0.5657520717225003,1
MSME_01502,Mombasa,Manufacturing,110,50,505275.07,329417.3,566453.68,474458.78,0.0,315906.27,0.6519550787354722,0.8375935388158502,0.009009009009009009,0.6252151818707742,0
MSME_01503,Nairobi,Retail,36,1,52927.77,37309.46,1409614.98,1173633.05,0.0,41841.01,0.7048994337106266,0.8325906251431685,0.02702702702702703,0.7905154417909203,1
MSME_01504,Meru,Construction,54,5,82364.36,49743.62,3738821.31,3040029.72,71915.05,46112.07,0.6039385974880702,0.8130982079220556,0.01818181818181818,0.5598478535151185,0
MSME_01505,Nyeri,Retail,87,3,68546.15,47963.26,2795669.05,2259516.97,0.0,37097.51,0.6997119500956641,0.8082201867849178,0.011363636363636364,0.5411969717194661,0
MSME_01506,Meru,Retail,57,5,24125.48,18860.0,677195.06,131455.07,0.0,17030.95,0.7817137021231444,0.19411670823956062,0.017241379310344827,0.7059028088639536,0
MSME_01507,Machakos,Services,1,2,49358.55,44226.25,232283.66,49897.45,5567.52,26537.29,0.8960018881857715,0.21481164533206798,0.5,0.5376323325476022,0
MSME_01508,Kakamega,Retail,63,2,65391.05,72296.51,510393.09,99130.35,0.0,44258.11,1.1055856178235732,0.1942231541121489,0.015625,0.6768117836954186,0
MSME_01509,Mombasa,Food Services,54,5,116995.93,104966.38,1242958.04,214812.07,34698.37,75488.86,0.8971720881906903,0.17282312858837248,0.01818181818181818,0.6452208617781681,0
MSME_01510,Nairobi,Agriculture,55,1,6624.47,6545.52,1595027.48,610302.54,0.0,4479.23,0.9879329315505164,0.382627989188005,0.017857142857142856,0.6760622265288349,0
MSME_01511,Eldoret,Digital Commerce,115,1,272816.05,217358.66,2634025.17,1704653.46,0.0,196292.44,0.796719486557017,0.6471664858212096,0.008620689655172414,0.7195020985675199,1
MSME_01512,Nyeri,Transport,40,3,270134.08,273753.05,303377.06,116422.19,45116.82,157595.69,1.0133931883263736,0.3837528330163361,0.024390243902439025,0.5833958699477313,1
MSME_01513,Mombasa,Food Services,15,2,434287.16,408776.18,238276.93,161132.45,0.0,303606.24,0.9412556400340272,0.6762374089786662,0.0625,0.6990893788124457,1
MSME_01514,Nakuru,Digital Commerce,21,1,29981.76,25571.04,214542.43,162242.67,31386.72,19868.42,0.8528581091267116,0.756222970798966,0.045454545454545456,0.6626614761282817,1
MSME_01515,Nyeri,Transport,47,1,99425.97,70251.69,575807.14,364469.68,0.0,85303.81,0.706565733623382,0.6329706974965654,0.020833333333333332,0.8579544363063664,0
MSME_01516,Meru,Food Services,73,1,341613.62,261999.71,943227.87,445282.58,0.0,277598.68,0.7669452495914841,0.47208328133552574,0.013513513513513514,0.8126077273859064,0
MSME_01517,Thika,Services,53,5,372315.1,350542.24,1137051.27,382519.91,0.0,332344.77,0.9415178124179965,0.33641365493250364,0.018518518518518517,0.8926414141102145,0
MSME_01518,Nyeri,Food Services,9,3,584744.89,487870.78,133618.96,26660.01,0.0,468412.44,0.8343295580923195,0.1995211643529904,0.1,0.8010529838867273,0
MSME_01519,Machakos,Transport,74,10,147666.99,160833.36,232341.44,114990.77,8368.09,81879.61,1.0891552055391287,0.494919352658946,0.013333333333333334,0.5544844891570611,1
MSME_01520,Machakos,Agriculture,52,50,125998.61,91873.42,313932.75,212117.82,0.0,91750.25,0.7291563838967438,0.6756770178421403,0.018867924528301886,0.7281788411884766,1
MSME_01521,Meru,Digital Commerce,57,2,28058.61,17962.84,6011135.3,3237564.83,52409.96,23404.0,0.6401671299066523,0.5385944800486391,0.017241379310344827,0.834081443042152,0
MSME_01522,Kakamega,Manufacturing,117,1,386495.77,357176.86,461706.47,312660.94,0.0,339635.21,0.9241393142819796,0.6771840620209156,0.00847457627118644,0.8787530358921241,1
MSME_01523,Mombasa,Food Services,26,1,84093.6,91437.32,123985.35,45648.4,0.0,48906.66,1.0873150000118914,0.3681727867624138,0.037037037037037035,0.581567187429395,1
MSME_01524,Nyeri,Digital Commerce,41,1,137852.7,110365.76,1152892.3,176896.16,0.0,82791.05,0.8006006367620164,0.15343671439499215,0.023809523809523808,0.6005718381153353,0
MSME_01525,Mombasa,Digital Commerce,35,25,128948.78,123306.14,640276.38,459000.27,90453.71,114507.59,0.9562338144353562,0.7168772228061532,0.027777777777777776,0.8880014374588309,0
MSME_01526,Nyeri,Agriculture,63,2,12153.2,8838.74,178101.51,49116.71,0.0,8731.25,0.7272169291273798,0.2757777529356548,0.015625,0.718373072682694,0
MSME_01527,Meru,Manufacturing,116,1,59192.15,53696.72,413173.37,245023.4,0.0,41647.03,0.9071441543489407,0.5930266197295829,0.008547008547008548,0.7035785390708215,1
MSME_01528,Nakuru,Digital Commerce,25,2,209794.0,216661.74,484243.19,360002.95,8710.98,151545.08,1.0327307133153794,0.7434326677208043,0.038461538461538464,0.7223483877118139,1
MSME_01529,Eldoret,Transport,90,3,126932.94,136689.94,629224.12,132947.51,0.0,73367.21,1.076858876357261,0.21128767077830587,0.01098901098901099,0.5779952154640438,0
MSME_01530,Eldoret,Food Services,75,3,211466.73,139106.1,2226552.97,1288719.44,0.0,165459.27,0.6578124236733425,0.5787955097266292,0.013157894736842105,0.7824327144382738,0
MSME_01531,Mombasa,Manufacturing,38,1,291806.72,232279.9,1429206.31,931127.18,0.0,252000.83,0.796003272291768,0.6514990327050594,0.02564102564102564,0.8635852060391,1
MSME_01532,Kisumu,Agriculture,2,50,58498.68,55679.3,847494.35,590893.99,0.0,51284.48,0.95178811234523,0.6972238726737556,0.3333333333333333,0.8766625731969816,1
MSME_01533,Kakamega,Digital Commerce,7,2,79606.4,49284.13,2381712.79,519530.84,139178.18,40891.44,0.6190898082339079,0.21813319559274166,0.125,0.5136638051236444,0
MSME_01534,Nairobi,Services,82,1,115706.59,113373.76,446070.43,339054.98,0.0,95091.74,0.9798299316406123,0.7600912257483067,0.012048192771084338,0.8218280235548939,1
MSME_01535,Kisumu,Manufacturing,91,15,288802.68,257155.29,305542.21,53567.31,155822.44,156257.01,0.8904155584167072,0.1753182798596637,0.010869565217391304,0.5410492345526899,0
MSME_01536,Eldoret,Services,34,1,105440.49,79998.91,1056515.45,544809.91,14345.48,98596.47,0.7587042823465412,0.5156662823375822,0.02857142857142857,0.9350822906618638,0
MSME_01537,Meru,Services,91,15,22446.79,23525.58,963038.16,437922.49,22758.23,16094.54,1.048013189717117,0.45472968098202776,0.010869565217391304,0.7169765932414728,0
MSME_01538,Nairobi,Transport,17,50,109296.22,83013.53,124108.47,34429.29,0.0,92785.58,0.7595209649431156,0.2774106601212623,0.05555555555555555,0.8489290029517677,0
MSME_01539,Thika,Manufacturing,43,5,277415.16,317717.56,4377031.16,1494951.33,33941.76,216338.32,1.1452741613898774,0.34154451586209045,0.022727272727272728,0.779833157520456,0
MSME_01540,Mombasa,Retail,59,5,517631.78,542997.6,214808.59,49738.63,0.0,480554.55,1.0490015721183654,0.23154753007070122,0.016666666666666666,0.9283696252775954,0
MSME_01541,Thika,Food Services,108,2,176411.73,174539.87,1376929.24,606648.8,364272.87,165499.97,0.9893836459534411,0.44058063537046005,0.009174311926605505,0.9381407452852183,0
MSME_01542,Kakamega,Agriculture,51,25,30151.9,19108.5,1415953.92,181820.86,40771.14,18859.89,0.6337201396880565,0.12840865018499317,0.019230769230769232,0.6254751615930806,0
MSME_01543,Thika,Construction,54,2,88754.49,97396.58,17963.2,14570.53,0.0,63662.8,1.0973583718595885,0.8110870509123702,0.01818181818181818,0.7172829534263176,1
MSME_01544,Nairobi,Services,24,5,214283.92,221683.23,958057.12,221109.88,9850.02,155764.74,1.0345255746414632,0.2307896310090248,0.04,0.7269048143938452,0
MSME_01545,Eldoret,Agriculture,25,15,316859.82,230028.76,5203788.23,4208897.84,39989.02,183767.28,0.7259615120607212,0.8088140495267522,0.038461538461538464,0.579962142369006,1
MSME_01546,Kakamega,Services,71,50,221255.09,180485.85,311092.67,246031.35,0.0,200627.91,0.8157328008462954,0.7908593897137155,0.013888888888888888,0.9067678543899064,1
MSME_01547,Mombasa,Food Services,52,10,103610.35,77474.36,74798.52,34507.68,0.0,68105.46,0.7477400883204398,0.46133558076308506,0.018867924528301886,0.6573165970716529,0
MSME_01548,Nairobi,Food Services,70,2,314429.58,358898.98,633729.65,315711.8,0.0,169589.34,1.1414251756301819,0.49817978663332757,0.014084507042253521,0.539353837657902,1
MSME_01549,Meru,Retail,117,25,70223.26,75125.41,1276026.48,435802.39,0.0,39994.94,1.0697928322776205,0.34153056797805015,0.00847457627118644,0.5695316689702391,1
MSME_01550,Thika,Retail,88,3,160275.43,178166.0,656921.38,589586.73,0.0,117159.22,1.1116169732505272,0.897498316315544,0.011235955056179775,0.730982216162414,1
MSME_01551,Nairobi,Agriculture,33,25,282035.27,291575.35,233188.79,148452.12,32014.29,252917.5,1.03382217471533,0.6366150078869233,0.029411764705882353,0.8967552293894682,0
MSME_01552,Kakamega,Construction,49,3,237194.51,201850.52,211854.78,182501.59,0.0,185651.76,0.8509879466099505,0.861442581363605,0.02,0.7826950855857263,1
MSME_01553,Meru,Manufacturing,29,2,242581.97,172958.24,104130.62,44967.5,0.0,144742.4,0.7129859115831585,0.43183328944656774,0.03333333333333333,0.5966717284399643,0
MSME_01554,Meru,Construction,63,2,236550.03,169001.77,76884.31,62000.53,31599.04,149868.95,0.714441065845285,0.8064028095874232,0.015625,0.6335586448302508,1
MSME_01555,Nyeri,Food Services,107,3,46690.97,31909.8,483272.41,221622.79,36049.16,43852.69,0.6834108734328408,0.45858676561576195,0.009259259259259259,0.9391912570833915,0
MSME_01556,Meru,Retail,22,5,135612.6,122140.47,1213279.57,962692.57,62272.02,71031.44,0.9006505984650507,0.7934624470249284,0.043478260869565216,0.5237781461446345,1
MSME_01557,Nairobi,Services,26,2,53677.79,59366.65,882922.72,180770.7,253688.03,50857.14,1.1059610322810929,0.20474101658521532,0.037037037037037035,0.9474345453763022,0
MSME_01558,Kisumu,Retail,28,3,99760.34,114274.37,985662.32,600744.96,10879.46,90546.07,1.1454774965933698,0.6094829216126253,0.034482758620689655,0.9076268422216462,1
MSME_01559,Machakos,Retail,114,2,41405.13,31385.71,1556879.01,1001015.31,0.0,33344.27,0.757996702420632,0.6429624014505781,0.008695652173913044,0.805297911203003,1
MSME_01560,Kisumu,Services,85,10,188144.72,185044.66,3505596.24,2190775.25,55389.94,173928.7,0.9835177754774331,0.6249363803127594,0.011627906976744186,0.9244361232346928,1
MSME_01561,Machakos,Manufacturing,49,2,18673.27,17336.34,754016.41,345054.57,23258.04,10617.82,0.928354361375304,0.45762148913776407,0.02,0.568580190818704,1
MSME_01562,Kisumu,Digital Commerce,71,1,247033.98,214651.5,1103160.62,713891.52,132714.99,228300.21,0.8689113582214146,0.6471323032431096,0.013888888888888888,0.9241614689547204,0
MSME_01563,Nakuru,Agriculture,81,1,135313.26,130735.99,1112008.46,324228.84,0.0,80600.53,0.9661656502426278,0.2915702173972513,0.012195121951219513,0.5956543678397236,1
MSME_01564,Nakuru,Construction,84,1,892837.3,718064.1,870454.95,501972.98,81591.21,665874.32,0.8042487648659337,0.5766782109996491,0.011764705882352941,0.7457949776572084,0
MSME_01565,Eldoret,Services,105,2,108597.09,121570.82,746447.61,405610.63,164626.48,78183.69,1.1194563366630115,0.5433872132202109,0.009433962264150943,0.719936142523317,1
MSME_01566,Kakamega,Digital Commerce,49,1,108564.89,107261.77,822724.13,291796.9,0.0,79318.18,0.9879877556385344,0.3546711889060688,0.02,0.7305994543958512,1
MSME_01567,Kakamega,Agriculture,20,1,263690.75,267596.17,4750809.42,3435267.76,29394.98,163572.88,1.014806758269836,0.7230908953003433,0.047619047619047616,0.6203185348043692,1
MSME_01568,Nakuru,Retail,118,25,115094.32,84402.37,4069162.59,670181.53,0.0,97978.35,0.7333258207197303,0.16469761295588514,0.008403361344537815,0.8512800520472944,0
MSME_01569,Nyeri,Manufacturing,86,10,175401.48,121504.13,94038.42,22301.37,22549.06,146313.33,0.6927161463167454,0.23714916574347225,0.011494252873563218,0.8341577040415847,0
MSME_01570,Nakuru,Manufacturing,92,2,360194.72,294238.54,948219.23,452224.75,15514.47,334723.3,0.816885164543321,0.47691953376696045,0.010752688172043012,0.9292817249466485,1
MSME_01571,Nairobi,Agriculture,63,50,101975.22,104185.01,735565.7,598301.31,0.0,74252.84,1.0216598536403878,0.8133882488155052,0.015625,0.7281387758832402,1
MSME_01572,Eldoret,Food Services,61,1,440321.39,491547.39,3309166.12,1853555.42,89307.74,328762.19,1.1163352152044779,0.5601274740092305,0.016129032258064516,0.746639729131194,1
MSME_01573,Machakos,Retail,104,3,24856.29,20755.78,698755.0,540594.24,40756.19,22532.67,0.8349977008756786,0.7736523765091105,0.009523809523809525,0.9064813581850635,1
MSME_01574,Thika,Manufacturing,49,3,662303.96,679382.29,986372.02,507050.23,0.0,605178.81,1.0257846929003824,0.5140552506190812,0.02,0.9137464560132542,1
